Tanggal,Tahun,Bulan,NamaBulan,Minggu,PKS,KodePKS,Wilayah,KapasitasPKS_TonPerJam,TBS_Olah_Ton,JamOlah,KapasitasTerpakai_Persen,CPO_Ton,PK_Ton,OER_Persen,KER_Persen,TargetOER_Persen,GapOER_Persen,TotalOilLoss_Persen,TotalKernelLoss_Persen,ALB_CPO_Persen,KadarAir_CPO_Persen,KadarKotoran_CPO_Persen,JanjangMentahRata2_Persen,RestanTBSRata2_Jam,Downtime_Jam,NilaiCPO_Rp,PotensiKehilanganOER_Rp
2026-03-07,2026,3,Mar,10,PKS Rokan Jaya,PKS-RKJ,Riau,60,745.4,14.8,83.9,168.16,34.66,22.56,4.65,23.2,-0.64,1.606,1.348,2.76,0.17,0.0218,2.96,14.4,0.9,2251494240,63873027
2026-03-09,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,682.8,13.5,84.3,154.04,30.79,22.56,4.51,23.2,-0.64,1.554,1.355,2.5,0.199,0.0183,3.76,14.2,1.5,2062441560,58508858
2026-03-10,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,697.2,14.0,83.0,157.08,31.58,22.53,4.53,23.2,-0.67,1.628,1.411,2.86,0.175,0.023,2.74,11.8,1.5,2103144120,62543232
2026-03-11,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,671.4,11.4,98.2,151.27,30.62,22.53,4.56,23.2,-0.67,1.563,1.325,2.7,0.172,0.0206,3.18,14.1,1.8,2025354030,60228809
2026-03-12,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,716.0,13.3,89.7,161.46,33.29,22.55,4.65,23.2,-0.65,1.681,1.328,2.73,0.154,0.0149,2.94,12.7,3.9,2161787940,62312405
2026-03-13,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,675.5,12.5,90.1,152.73,32.36,22.61,4.79,23.2,-0.59,1.636,1.275,2.7,0.2,0.0293,2.89,12.9,2.0,2044901969,53361190
2026-03-14,2026,3,Mar,11,PKS Rokan Jaya,PKS-RKJ,Riau,60,664.1,11.6,95.4,147.63,30.88,22.23,4.65,23.2,-0.97,1.679,1.284,2.7,0.142,0.0158,2.6,16.0,1.5,1976618070,86248858
2026-03-16,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,745.0,14.9,83.3,167.25,33.9,22.45,4.55,23.2,-0.75,1.719,1.35,2.72,0.194,0.0119,3.05,16.7,2.7,2239310250,74811037
2026-03-17,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,675.6,13.2,85.3,152.08,31.28,22.51,4.63,23.2,-0.69,1.699,1.33,2.55,0.158,0.018,3.7,13.1,2.8,2036199120,62414697
2026-03-18,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,688.5,12.9,89.0,154.84,31.19,22.49,4.53,23.2,-0.71,1.747,1.275,2.81,0.135,0.0206,2.57,12.4,2.3,2073152760,65450118
2026-03-19,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,679.9,12.6,89.9,155.63,31.21,22.89,4.59,23.2,-0.31,1.604,1.381,2.54,0.195,0.0231,1.85,10.6,0.7,2083730070,28219861
2026-03-20,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,685.9,12.1,94.5,155.08,31.89,22.61,4.65,23.2,-0.59,1.607,1.236,2.65,0.11,0.0184,2.6,14.3,2.4,2076366120,54182739
2026-03-21,2026,3,Mar,12,PKS Rokan Jaya,PKS-RKJ,Riau,60,683.8,13.5,84.4,155.09,31.73,22.68,4.64,23.2,-0.52,1.526,1.383,2.7,0.165,0.0266,2.43,18.0,3.7,2076500010,47608070
2026-03-23,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,698.1,13.9,83.7,157.14,32.6,22.51,4.67,23.2,-0.69,1.605,1.397,2.82,0.198,0.0203,2.86,13.8,2.5,2103947459,64493340
2026-03-24,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,622.1,12.4,83.6,141.78,28.68,22.79,4.61,23.2,-0.41,1.569,1.358,2.85,0.097,0.017,2.42,13.2,0.9,1898292420,34150117
2026-03-25,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,671.2,11.6,96.4,152.36,31.61,22.7,4.71,23.2,-0.5,1.599,1.28,2.8,0.13,0.0248,2.52,13.8,1.5,2039948040,44933484
2026-03-26,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,691.6,12.4,93.0,155.75,32.71,22.52,4.73,23.2,-0.68,1.61,1.262,2.71,0.143,0.0192,3.18,14.6,2.1,2085336750,62966860
2026-03-27,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,682.4,13.5,84.2,154.22,31.39,22.6,4.6,23.2,-0.6,1.55,1.318,2.92,0.191,0.0174,2.6,16.9,1.2,2064851580,54819921
2026-03-28,2026,3,Mar,13,PKS Rokan Jaya,PKS-RKJ,Riau,60,682.1,12.2,93.2,155.38,31.51,22.78,4.62,23.2,-0.42,1.631,1.378,2.66,0.161,0.0168,2.49,12.4,1.4,2080382820,38357074
2026-03-30,2026,3,Mar,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,725.6,13.5,89.6,164.93,33.52,22.73,4.62,23.2,-0.47,1.543,1.35,2.69,0.124,0.0177,2.15,14.6,1.6,2208247770,45660774
2026-03-31,2026,3,Mar,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,685.7,13.5,84.7,152.98,31.13,22.31,4.54,23.2,-0.89,1.674,1.359,2.86,0.138,0.0223,2.82,15.3,1.9,2048249219,81709451
2026-04-01,2026,4,Apr,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,793.8,15.2,87.0,179.72,36.12,22.64,4.55,23.2,-0.56,1.72,1.294,2.65,0.144,0.0124,2.21,13.7,1.2,2413100440,59686774
2026-04-02,2026,4,Apr,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,742.1,14.5,85.3,167.42,33.47,22.56,4.51,23.2,-0.64,1.73,1.462,2.79,0.186,0.0278,2.36,15.9,2.2,2247948340,63770730
2026-04-03,2026,4,Apr,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,704.6,12.1,97.1,158.11,32.55,22.44,4.62,23.2,-0.76,1.67,1.338,2.62,0.168,0.0136,2.18,12.9,3.2,2122942970,71901047
2026-04-04,2026,4,Apr,14,PKS Rokan Jaya,PKS-RKJ,Riau,60,753.2,13.4,93.7,170.98,34.5,22.7,4.58,23.2,-0.5,1.669,1.31,2.6,0.161,0.0162,2.52,13.0,1.5,2295748460,50566082
2026-04-06,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,780.9,13.4,97.1,175.08,36.7,22.42,4.7,23.2,-0.78,1.676,1.37,2.87,0.204,0.0266,2.63,13.1,2.6,2350799160,81784125
2026-04-07,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,690.0,12.0,95.8,153.59,31.81,22.26,4.61,23.2,-0.94,1.636,1.372,2.85,0.143,0.024,2.49,14.0,1.2,2062252930,87087521
2026-04-08,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,741.3,14.5,85.2,166.5,33.95,22.46,4.58,23.2,-0.74,1.683,1.321,2.72,0.188,0.0208,2.47,13.9,1.6,2235595500,73655419
2026-04-09,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,707.0,12.6,93.5,159.43,31.82,22.55,4.5,23.2,-0.65,1.585,1.345,2.61,0.192,0.0156,2.56,15.4,0.0,2140666610,61703778
2026-04-10,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,716.6,12.4,96.3,161.95,33.18,22.6,4.63,23.2,-0.6,1.659,1.312,2.56,0.21,0.0197,2.63,14.0,1.3,2174502650,57730729
2026-04-11,2026,4,Apr,15,PKS Rokan Jaya,PKS-RKJ,Riau,60,721.8,12.3,97.8,163.42,32.91,22.64,4.56,23.2,-0.56,1.614,1.445,2.41,0.195,0.0194,3.14,13.8,1.7,2194240340,54273008
2026-04-13,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,715.3,12.8,93.1,161.8,33.12,22.62,4.63,23.2,-0.58,1.564,1.373,2.72,0.159,0.0243,2.38,13.7,1.7,2172488600,55705131
2026-04-14,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,795.5,15.9,83.4,179.31,35.72,22.54,4.49,23.2,-0.66,1.669,1.421,2.83,0.182,0.0197,2.18,15.7,0.5,2407595370,70495778
2026-04-15,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,760.5,15.2,83.4,171.34,34.68,22.53,4.56,23.2,-0.67,1.75,1.315,2.62,0.189,0.0237,2.33,12.8,1.0,2300582180,68415264
2026-04-16,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,720.8,13.8,87.1,160.81,32.94,22.31,4.57,23.2,-0.89,1.72,1.375,2.68,0.166,0.0153,2.87,12.6,1.9,2159195870,86135816
2026-04-17,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,647.9,11.2,96.4,146.88,29.48,22.67,4.55,23.2,-0.53,1.747,1.417,2.76,0.167,0.0185,2.89,14.4,0.4,1972157760,46106572
2026-04-18,2026,4,Apr,16,PKS Rokan Jaya,PKS-RKJ,Riau,60,756.2,14.3,88.1,169.84,33.95,22.46,4.49,23.2,-0.74,1.689,1.388,2.85,0.156,0.0151,2.87,14.9,3.5,2280441680,75135880
2026-04-20,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,792.0,15.1,87.4,175.74,36.35,22.19,4.59,23.2,-1.01,1.793,1.371,2.84,0.2,0.0302,3.01,15.3,2.1,2359660980,107405258
2026-04-21,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,723.5,13.6,88.7,161.77,32.77,22.36,4.53,23.2,-0.84,1.712,1.356,2.57,0.135,0.0154,2.95,12.1,1.0,2172085790,81601249
2026-04-22,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,676.7,12.9,87.4,150.3,31.26,22.21,4.62,23.2,-0.99,1.792,1.355,2.6,0.196,0.0225,2.59,16.1,2.4,2018078100,89951903
2026-04-23,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,718.4,14.2,84.3,162.86,32.97,22.67,4.59,23.2,-0.53,1.635,1.334,2.76,0.176,0.0151,2.58,12.0,1.6,2186721220,51123571
2026-04-24,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,773.7,15.6,82.7,174.24,35.05,22.52,4.53,23.2,-0.68,1.658,1.383,2.89,0.165,0.0249,1.75,14.9,2.2,2339520480,70641595
2026-04-25,2026,4,Apr,17,PKS Rokan Jaya,PKS-RKJ,Riau,60,773.6,14.2,90.8,173.98,35.51,22.49,4.59,23.2,-0.71,1.659,1.392,2.59,0.179,0.022,2.64,12.4,2.0,2336029460,73748603
2026-04-27,2026,4,Apr,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,736.7,14.1,87.1,165.76,33.96,22.5,4.61,23.2,-0.7,1.669,1.363,2.61,0.147,0.0175,2.49,13.5,1.2,2225659520,69241696
2026-04-28,2026,4,Apr,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,699.4,13.4,87.0,156.6,32.52,22.39,4.65,23.2,-0.81,1.76,1.371,2.59,0.207,0.0142,2.49,12.7,0.6,2102668200,76065834
2026-04-29,2026,4,Apr,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,668.8,12.7,87.8,151.15,30.5,22.6,4.56,23.2,-0.6,1.574,1.385,2.56,0.172,0.0195,2.8,13.4,0.4,2029491050,53879865
2026-04-30,2026,4,Apr,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,764.3,15.0,84.9,170.97,35.54,22.37,4.65,23.2,-0.83,1.778,1.374,2.69,0.146,0.0229,2.44,13.0,2.0,2295614190,85176725
2026-05-01,2026,5,Mei,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,766.5,13.4,95.3,169.55,34.65,22.12,4.52,23.2,-1.08,1.817,1.436,2.84,0.172,0.0185,2.54,15.6,1.3,2299098000,112252391
2026-05-02,2026,5,Mei,18,PKS Rokan Jaya,PKS-RKJ,Riau,60,728.8,13.9,87.4,162.38,32.8,22.28,4.5,23.2,-0.92,1.614,1.416,2.7,0.169,0.0159,2.85,16.8,2.1,2201872800,90919257
2026-05-04,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,733.5,13.1,93.3,162.4,34.11,22.14,4.65,23.2,-1.06,1.75,1.311,2.92,0.179,0.0207,2.9,15.5,3.1,2202144000,105430355
2026-05-05,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,740.8,14.8,83.4,165.79,33.71,22.38,4.55,23.2,-0.82,1.684,1.389,3.02,0.214,0.0115,2.99,16.0,3.0,2248112400,82371033
2026-05-06,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,688.3,11.9,96.4,154.94,31.46,22.51,4.57,23.2,-0.69,1.73,1.462,2.74,0.166,0.021,2.64,14.6,0.2,2100986400,64400101
2026-05-07,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,750.0,13.5,92.6,166.35,34.27,22.18,4.57,23.2,-1.02,1.799,1.376,2.95,0.116,0.0257,3.19,16.6,1.8,2255706000,103733999
2026-05-08,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,713.1,14.3,83.1,159.24,31.88,22.33,4.47,23.2,-0.87,1.828,1.41,2.44,0.187,0.0196,1.96,14.0,2.4,2159294400,84125833
2026-05-09,2026,5,Mei,19,PKS Rokan Jaya,PKS-RKJ,Riau,60,750.0,14.9,83.9,166.57,34.73,22.21,4.63,23.2,-0.99,1.785,1.342,3.0,0.197,0.0149,2.91,16.8,0.0,2258689200,100682999
2026-05-11,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,779.7,14.8,87.8,173.17,35.94,22.21,4.61,23.2,-0.99,1.806,1.439,2.93,0.201,0.0205,3.09,16.1,2.7,2348185200,104670046
2026-05-12,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,810.3,13.8,97.9,180.94,36.63,22.33,4.52,23.2,-0.87,1.795,1.319,2.57,0.183,0.016,2.77,12.2,3.2,2453546400,95592711
2026-05-13,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,758.4,14.9,84.8,170.11,35.11,22.43,4.63,23.2,-0.77,1.753,1.432,2.57,0.202,0.0155,2.94,13.3,1.6,2306691600,79186060
2026-05-14,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,769.3,13.7,93.6,172.71,35.23,22.45,4.58,23.2,-0.75,1.646,1.374,2.56,0.186,0.0195,2.55,13.2,1.1,2341947600,78237809
2026-05-15,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,806.4,16.3,82.5,181.12,37.34,22.46,4.63,23.2,-0.74,1.63,1.438,2.79,0.199,0.0163,3.3,15.7,2.4,2455987200,80917401
2026-05-16,2026,5,Mei,20,PKS Rokan Jaya,PKS-RKJ,Riau,60,850.5,16.1,88.0,188.9,39.12,22.21,4.6,23.2,-0.99,1.712,1.397,2.89,0.136,0.0155,2.84,17.7,2.7,2561484000,114174521
2026-05-18,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,719.9,14.2,84.5,160.97,32.68,22.36,4.54,23.2,-0.84,1.694,1.42,2.94,0.153,0.0152,3.22,14.9,0.8,2182753200,81999489
2026-05-19,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,790.1,13.5,97.5,177.3,36.03,22.44,4.56,23.2,-0.76,1.773,1.485,2.83,0.205,0.0213,2.83,13.9,1.5,2404188000,81424545
2026-05-20,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,755.8,13.8,91.3,167.94,34.92,22.22,4.62,23.2,-0.98,1.738,1.42,2.82,0.159,0.0312,2.77,16.8,3.3,2277266400,100436750
2026-05-21,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,748.9,14.2,87.9,166.63,34.3,22.25,4.58,23.2,-0.95,1.782,1.39,2.81,0.15,0.0247,2.09,14.1,1.4,2259502800,96473297
2026-05-22,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,671.0,13.6,82.2,149.77,31.34,22.32,4.67,23.2,-0.88,1.725,1.332,2.7,0.234,0.0204,2.81,17.3,1.6,2030881200,80069087
2026-05-23,2026,5,Mei,21,PKS Rokan Jaya,PKS-RKJ,Riau,60,727.5,13.3,91.2,163.32,32.52,22.45,4.47,23.2,-0.75,1.691,1.506,2.81,0.148,0.0133,2.66,11.2,3.5,2214619200,73986750
2026-05-25,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,737.1,13.9,88.4,164.52,33.76,22.32,4.58,23.2,-0.88,1.796,1.36,2.71,0.156,0.0232,2.4,17.1,1.7,2230891200,87956668
2026-05-26,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,683.6,11.9,95.7,153.6,30.9,22.47,4.52,23.2,-0.73,1.673,1.428,2.51,0.163,0.0183,2.53,14.6,0.8,2082816000,67668196
2026-05-27,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,736.9,14.2,86.5,165.88,33.53,22.51,4.55,23.2,-0.69,1.655,1.494,2.82,0.163,0.02,2.65,13.9,2.7,2249332800,68947311
2026-05-28,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,707.7,13.2,89.4,157.46,32.34,22.25,4.57,23.2,-0.95,1.802,1.403,2.48,0.192,0.0183,2.51,13.4,0.9,2135157600,91165913
2026-05-29,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,749.2,13.7,91.1,166.1,34.24,22.17,4.57,23.2,-1.03,1.813,1.356,2.69,0.192,0.0193,2.64,17.5,2.1,2252316000,104639265
2026-05-30,2026,5,Mei,22,PKS Rokan Jaya,PKS-RKJ,Riau,60,756.3,13.9,90.7,168.88,35.39,22.33,4.68,23.2,-0.87,1.726,1.312,2.57,0.185,0.0235,3.47,15.3,1.6,2290012800,89222223
2026-06-01,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,751.4,14.0,89.5,165.31,34.19,22.0,4.55,23.2,-1.2,1.853,1.372,3.13,0.224,0.021,2.33,17.4,1.9,2301776440,125549923
2026-06-02,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,724.2,13.7,88.1,160.27,34.11,22.13,4.71,23.2,-1.07,1.71,1.43,2.94,0.214,0.0196,2.64,16.4,2.0,2231599480,107896240
2026-06-03,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,746.3,14.6,85.2,165.83,33.66,22.22,4.51,23.2,-0.98,1.775,1.543,2.64,0.163,0.0185,3.13,16.8,1.8,2309016920,101836515
2026-06-04,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,783.5,13.4,97.5,174.09,35.34,22.22,4.51,23.2,-0.98,1.793,1.438,2.83,0.096,0.0208,2.85,16.7,0.3,2424029160,106912649
2026-06-05,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,707.2,12.6,93.5,157.35,33.1,22.25,4.68,23.2,-0.95,1.796,1.387,2.85,0.147,0.0176,2.81,16.7,1.5,2190941400,93547001
2026-06-06,2026,6,Jun,23,PKS Rokan Jaya,PKS-RKJ,Riau,60,752.2,15.2,82.5,168.19,33.47,22.36,4.45,23.2,-0.84,1.829,1.478,2.92,0.221,0.0199,2.93,14.8,1.8,2341877560,87978515
2026-06-08,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,762.9,13.3,95.6,169.52,34.33,22.22,4.5,23.2,-0.98,1.775,1.395,2.74,0.203,0.0197,2.87,12.8,2.4,2360396480,104101672
2026-06-09,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,785.4,13.8,94.9,173.34,36.36,22.07,4.63,23.2,-1.13,1.864,1.428,2.93,0.154,0.0232,2.39,18.5,0.4,2413586160,123575778
2026-06-10,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,731.4,13.0,93.8,160.47,33.57,21.94,4.59,23.2,-1.26,1.927,1.44,3.0,0.189,0.0185,2.61,17.7,1.7,2234384280,128318571
2026-06-11,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,716.1,14.5,82.3,159.05,31.65,22.21,4.42,23.2,-0.99,1.765,1.579,2.63,0.205,0.018,3.09,16.2,2.3,2214612200,98712666
2026-06-12,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,756.7,14.1,89.4,170.03,34.66,22.47,4.58,23.2,-0.73,1.686,1.438,2.87,0.185,0.0232,2.53,18.1,0.9,2367497720,76914922
2026-06-13,2026,6,Jun,24,PKS Rokan Jaya,PKS-RKJ,Riau,60,701.2,13.4,87.2,154.68,31.9,22.06,4.55,23.2,-1.14,1.761,1.513,3.05,0.179,0.0223,2.55,20.2,0.4,2153764320,111304000
2026-06-15,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,777.6,13.6,95.3,173.02,35.54,22.25,4.57,23.2,-0.95,1.763,1.461,2.67,0.173,0.0189,2.98,16.9,1.7,2409130480,102859372
2026-06-16,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,749.5,13.7,91.2,165.56,34.25,22.09,4.57,23.2,-1.11,1.694,1.432,2.86,0.162,0.0211,2.63,16.4,3.1,2305257440,115840021
2026-06-17,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,696.9,13.0,89.3,154.15,31.5,22.12,4.52,23.2,-1.08,1.79,1.478,2.68,0.188,0.0238,2.83,15.0,2.7,2146384600,104799264
2026-06-18,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,749.5,14.7,85.0,164.82,33.43,21.99,4.46,23.2,-1.21,1.809,1.433,2.56,0.187,0.0207,3.72,15.9,2.1,2294953680,126276059
2026-06-19,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,742.9,13.2,93.8,165.37,32.98,22.26,4.44,23.2,-0.94,1.734,1.387,2.84,0.225,0.0236,2.64,15.5,1.1,2302611880,97234912
2026-06-20,2026,6,Jun,25,PKS Rokan Jaya,PKS-RKJ,Riau,60,754.5,13.1,96.0,166.74,34.25,22.1,4.54,23.2,-1.1,1.758,1.548,2.8,0.1,0.0193,2.93,15.0,1.3,2321687760,115562237
2026-06-22,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,648.5,12.3,87.9,142.61,30.28,21.99,4.67,23.2,-1.21,1.747,1.376,3.01,0.127,0.0161,4.17,14.2,2.2,1985701640,109259539
2026-06-23,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,728.5,12.7,95.6,161.29,32.93,22.14,4.52,23.2,-1.06,1.833,1.436,2.7,0.187,0.0183,3.49,17.3,2.0,2245801960,107522520
2026-06-24,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,684.3,13.1,87.1,149.66,31.41,21.87,4.59,23.2,-1.33,1.806,1.429,2.86,0.198,0.0237,3.14,18.3,1.9,2083865840,126724969
2026-06-25,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,775.0,14.1,91.6,173.37,35.88,22.37,4.63,23.2,-0.83,1.783,1.511,2.96,0.183,0.0218,3.06,15.5,2.5,2414003880,89566129
2026-06-26,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,772.4,14.5,88.8,171.4,35.22,22.19,4.56,23.2,-1.01,1.727,1.496,2.7,0.152,0.0161,2.8,14.5,1.7,2386573600,108624465
2026-06-27,2026,6,Jun,26,PKS Rokan Jaya,PKS-RKJ,Riau,60,768.8,14.1,90.9,171.29,34.52,22.28,4.49,23.2,-0.92,1.875,1.457,2.96,0.179,0.0235,2.77,16.9,0.4,2385041960,98483895
2026-06-29,2026,6,Jun,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,736.4,14.4,85.2,162.3,33.51,22.04,4.55,23.2,-1.16,1.888,1.457,2.68,0.174,0.0202,2.99,15.1,0.9,2259865200,118942149
2026-06-30,2026,6,Jun,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,705.4,12.6,93.3,157.16,31.46,22.28,4.46,23.2,-0.92,1.757,1.514,2.76,0.188,0.025,2.98,16.0,2.5,2188295840,90362304
2026-07-01,2026,7,Jul,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,733.0,12.8,95.4,160.45,32.98,21.89,4.5,23.2,-1.31,1.828,1.519,2.78,0.143,0.0101,3.1,18.6,0.9,2236191650,133827255
2026-07-02,2026,7,Jul,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,705.9,14.1,83.4,154.95,31.27,21.95,4.43,23.2,-1.25,1.905,1.504,2.82,0.146,0.0156,3.23,14.4,2.6,2159538150,122976603
2026-07-03,2026,7,Jul,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,755.8,13.5,93.3,166.58,34.24,22.04,4.53,23.2,-1.16,1.803,1.576,2.88,0.157,0.0129,2.85,19.6,1.1,2321625460,122189581
2026-07-04,2026,7,Jul,27,PKS Rokan Jaya,PKS-RKJ,Riau,60,705.2,12.2,96.3,154.44,31.52,21.9,4.47,23.2,-1.3,1.935,1.51,2.65,0.139,0.0173,2.99,15.7,1.8,2152430280,127768841
2026-07-06,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,682.9,13.3,85.6,149.01,30.32,21.82,4.44,23.2,-1.38,1.865,1.466,2.92,0.206,0.0135,2.99,15.7,1.1,2076752369,131342566
2026-07-07,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,730.3,14.2,85.7,158.91,32.94,21.76,4.51,23.2,-1.44,1.969,1.505,2.57,0.188,0.0166,3.08,15.2,2.2,2214728670,146565951
2026-07-08,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,716.9,13.3,89.8,157.86,31.9,22.02,4.45,23.2,-1.18,1.878,1.489,2.99,0.194,0.0155,2.83,18.3,1.7,2200094820,117898936
2026-07-09,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,758.9,13.3,95.1,167.72,33.7,22.1,4.44,23.2,-1.1,1.842,1.478,3.09,0.116,0.0113,3.35,17.4,1.3,2337513640,116344682
2026-07-10,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,689.3,12.0,95.7,151.78,30.74,22.02,4.46,23.2,-1.18,1.847,1.608,2.61,0.222,0.0168,3.13,15.6,2.0,2115357860,113359934
2026-07-11,2026,7,Jul,28,PKS Rokan Jaya,PKS-RKJ,Riau,60,704.0,13.3,88.2,155.09,31.75,22.03,4.51,23.2,-1.17,1.837,1.518,2.83,0.199,0.0193,3.0,16.4,3.0,2161489330,114796281
2026-07-13,2026,7,Jul,29,PKS Rokan Jaya,PKS-RKJ,Riau,60,677.1,12.3,91.7,148.01,31.21,21.86,4.61,23.2,-1.34,1.843,1.438,2.86,0.191,0.02,3.1,17.1,2.2,2062815369,126452352
