Tahun,Bulan,NamaBulan,Periode,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,UmurTanaman,JenisTanah,TBS_Ton,TonPerHa,JumlahJanjang,BJR_Kg,PotensiTonPerHa_Bulan,YieldGap_TonPerHa,PencapaianPotensi_Persen,CurahHujanBulanIni_mm,DefisitAirBulanIni_mm,CurahHujanLag24_32Bulan_mm,DefisitAirLag5_6Bulan_mm,K_Daun_Persen,RealisasiPupukSem1_Persen
2025,5,Mei,Mei-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,55.46,1.824,5900,9.4,2.43,-0.606,75.1,303.2,0.0,329.0,0.0,0.977,51.4
2025,6,Jun,Jun-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,57.25,1.883,4543,12.6,2.382,-0.498,79.1,82.4,67.6,314.0,0.0,0.977,51.4
2025,7,Jul,Jul-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,52.1,1.714,5108,10.2,2.25,-0.536,76.2,205.8,0.0,288.5,0.0,0.977,51.4
2025,8,Agu,Agu-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,52.78,1.736,4755,11.1,2.07,-0.334,83.9,119.4,30.6,274.0,0.0,0.977,51.4
2025,9,Sep,Sep-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,40.41,1.329,3513,11.5,1.89,-0.561,70.3,249.2,0.0,246.6,0.0,0.977,51.4
2025,10,Okt,Okt-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,38.88,1.279,3440,11.3,1.758,-0.479,72.7,325.2,0.0,224.7,0.0,0.977,51.4
2025,11,Nov,Nov-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,30.03,0.988,2755,10.9,1.71,-0.722,57.8,412.6,0.0,185.7,33.8,0.977,51.4
2025,12,Des,Des-2025,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,9,Mineral,31.44,1.034,2938,10.7,1.758,-0.724,58.8,482.2,0.0,175.7,33.8,0.977,51.4
2026,1,Jan,Jan-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,33.21,1.092,2677,12.4,1.96,-0.868,55.7,524.6,0.0,172.0,15.3,0.977,51.4
2026,2,Feb,Feb-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,36.27,1.193,2973,12.2,2.147,-0.954,55.6,224.3,0.0,170.6,15.3,0.977,51.4
2026,3,Mar,Mar-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,45.63,1.501,3967,11.5,2.333,-0.833,64.3,374.6,0.0,189.7,0.0,0.977,51.4
2026,4,Apr,Apr-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,48.89,1.608,3911,12.5,2.47,-0.862,65.1,377.6,0.0,210.2,0.0,0.977,51.4
2026,5,Mei,Mei-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,54.02,1.777,4617,11.7,2.52,-0.743,70.5,251.4,0.0,226.6,0.0,0.977,51.4
2026,6,Jun,Jun-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,51.25,1.686,4166,12.3,2.47,-0.784,68.3,315.5,0.0,216.2,0.0,0.977,51.4
2026,7,Jul,Jul-2026,BSK-A-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,30.4,10,Mineral,49.04,1.613,3955,12.4,2.333,-0.72,69.1,129.2,20.8,214.1,0.0,0.977,51.4
2024,1,Jan,Jan-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,38.87,1.6,3160,12.3,1.96,-0.36,81.6,258.2,0.0,279.9,9.9,0.77,49.6
2024,2,Feb,Feb-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,39.56,1.628,3469,11.4,2.147,-0.519,75.8,251.1,0.0,279.4,2.9,0.77,49.6
2024,3,Mar,Mar-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,46.2,1.901,3849,12.0,2.333,-0.432,81.5,271.8,0.0,289.5,10.2,0.77,49.6
2024,4,Apr,Apr-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,46.5,1.914,3661,12.7,2.47,-0.556,77.5,320.3,0.0,292.4,62.4,0.77,49.6
2024,5,Mei,Mei-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,47.81,1.967,4781,10.0,2.52,-0.553,78.1,291.6,0.0,316.4,52.2,0.77,49.6
2024,6,Jun,Jun-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,50.62,2.083,4115,12.3,2.47,-0.387,84.3,135.5,14.5,308.4,0.0,0.77,49.6
2024,7,Jul,Jul-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,44.82,1.845,3831,11.7,2.333,-0.489,79.1,111.0,39.0,304.1,0.0,0.77,49.6
2024,8,Agu,Agu-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,42.76,1.76,3448,12.4,2.147,-0.387,82.0,141.5,8.5,293.2,0.0,0.77,49.6
2024,9,Sep,Sep-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,36.31,1.494,2650,13.7,1.96,-0.466,76.2,204.2,0.0,271.3,0.0,0.77,49.6
2024,10,Okt,Okt-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,35.53,1.462,3116,11.4,1.823,-0.361,80.2,480.4,0.0,276.6,0.0,0.77,49.6
2024,11,Nov,Nov-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,32.95,1.356,2745,12.0,1.773,-0.417,76.5,365.0,0.0,273.7,7.2,0.77,49.6
2024,12,Des,Des-2024,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,10,Gambut,33.31,1.371,2799,11.9,1.823,-0.453,75.2,294.8,0.0,274.7,26.8,0.77,49.6
2025,1,Jan,Jan-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,37.4,1.539,2922,12.8,1.96,-0.421,78.5,445.7,0.0,291.2,23.8,0.77,49.6
2025,2,Feb,Feb-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,39.42,1.622,3312,11.9,2.147,-0.525,75.6,284.3,0.0,296.3,4.2,0.77,49.6
2025,3,Mar,Mar-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,44.74,1.841,3823,11.7,2.333,-0.492,78.9,531.2,0.0,311.2,0.0,0.77,49.6
2025,4,Apr,Apr-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,49.39,2.032,3741,13.2,2.47,-0.438,82.3,252.6,0.0,323.0,0.0,0.77,49.6
2025,5,Mei,Mei-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,48.41,1.992,4322,11.2,2.52,-0.528,79.0,303.2,0.0,329.0,0.0,0.77,49.6
2025,6,Jun,Jun-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,50.37,2.073,3522,14.3,2.47,-0.397,83.9,82.4,67.6,314.0,0.0,0.77,49.6
2025,7,Jul,Jul-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,47.35,1.949,3614,13.1,2.333,-0.385,83.5,205.8,0.0,288.5,0.0,0.77,49.6
2025,8,Agu,Agu-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,41.62,1.713,3015,13.8,2.147,-0.434,79.8,119.4,30.6,274.0,0.0,0.77,49.6
2025,9,Sep,Sep-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,37.5,1.543,2884,13.0,1.96,-0.417,78.7,249.2,0.0,246.6,0.0,0.77,49.6
2025,10,Okt,Okt-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,29.45,1.212,2133,13.8,1.823,-0.612,66.5,325.2,0.0,224.7,0.0,0.77,49.6
2025,11,Nov,Nov-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,26.95,1.109,2156,12.5,1.773,-0.664,62.6,412.6,0.0,185.7,33.8,0.77,49.6
2025,12,Des,Des-2025,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,11,Gambut,26.61,1.095,2255,11.8,1.823,-0.728,60.1,482.2,0.0,175.7,33.8,0.77,49.6
2026,1,Jan,Jan-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,28.14,1.158,1967,14.3,1.96,-0.802,59.1,524.6,0.0,172.0,15.3,0.77,49.6
2026,2,Feb,Feb-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,29.97,1.233,2140,14.0,2.147,-0.913,57.4,224.3,0.0,170.6,15.3,0.77,49.6
2026,3,Mar,Mar-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,35.44,1.458,2567,13.8,2.333,-0.875,62.5,374.6,0.0,189.7,0.0,0.77,49.6
2026,4,Apr,Apr-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,38.05,1.566,2624,14.5,2.47,-0.904,63.4,377.6,0.0,210.2,0.0,0.77,49.6
2026,5,Mei,Mei-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,44.53,1.833,3650,12.2,2.52,-0.687,72.7,251.4,0.0,226.6,0.0,0.77,49.6
2026,6,Jun,Jun-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,42.07,1.731,3236,13.0,2.47,-0.739,70.1,315.5,0.0,216.2,0.0,0.77,49.6
2026,7,Jul,Jul-2026,BSK-A-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,24.3,12,Gambut,36.3,1.494,2630,13.8,2.333,-0.84,64.0,129.2,20.8,214.1,0.0,0.77,49.6
2024,1,Jan,Jan-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,49.22,1.686,3348,14.7,1.89,-0.204,89.2,258.2,0.0,279.9,9.9,1.161,63.3
2024,2,Feb,Feb-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,55.07,1.886,3720,14.8,2.07,-0.184,91.1,251.1,0.0,279.4,2.9,1.161,63.3
2024,3,Mar,Mar-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,62.47,2.139,4137,15.1,2.25,-0.111,95.1,271.8,0.0,289.5,10.2,1.161,63.3
2024,4,Apr,Apr-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,58.31,1.997,3811,15.3,2.382,-0.385,83.8,320.3,0.0,292.4,62.4,1.161,63.3
2024,5,Mei,Mei-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,62.99,2.157,4467,14.1,2.43,-0.273,88.8,291.6,0.0,316.4,52.2,1.161,63.3
2024,6,Jun,Jun-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,61.06,2.091,3889,15.7,2.382,-0.291,87.8,135.5,14.5,308.4,0.0,1.161,63.3
2024,7,Jul,Jul-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,59.22,2.028,3845,15.4,2.25,-0.222,90.1,111.0,39.0,304.1,0.0,1.161,63.3
2024,8,Agu,Agu-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,57.94,1.984,3968,14.6,2.07,-0.086,95.9,141.5,8.5,293.2,0.0,1.161,63.3
2024,9,Sep,Sep-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,49.48,1.695,3436,14.4,1.89,-0.195,89.7,204.2,0.0,271.3,0.0,1.161,63.3
2024,10,Okt,Okt-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,44.13,1.511,3197,13.8,1.758,-0.247,86.0,480.4,0.0,276.6,0.0,1.161,63.3
2024,11,Nov,Nov-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,47.22,1.617,3256,14.5,1.71,-0.093,94.6,365.0,0.0,273.7,7.2,1.161,63.3
2024,12,Des,Des-2024,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,13,Gambut,43.48,1.489,3061,14.2,1.758,-0.269,84.7,294.8,0.0,274.7,26.8,1.161,63.3
2025,1,Jan,Jan-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,47.59,1.63,2992,15.9,1.89,-0.26,86.2,445.7,0.0,291.2,23.8,1.161,63.3
2025,2,Feb,Feb-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,57.08,1.955,3856,14.8,2.07,-0.115,94.4,284.3,0.0,296.3,4.2,1.161,63.3
2025,3,Mar,Mar-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,57.16,1.958,3464,16.5,2.25,-0.292,87.0,531.2,0.0,311.2,0.0,1.161,63.3
2025,4,Apr,Apr-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,60.22,2.062,3961,15.2,2.382,-0.32,86.6,252.6,0.0,323.0,0.0,1.161,63.3
2025,5,Mei,Mei-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,68.58,2.349,4106,16.7,2.43,-0.081,96.7,303.2,0.0,329.0,0.0,1.161,63.3
2025,6,Jun,Jun-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,67.17,2.3,4305,15.6,2.382,-0.081,96.6,82.4,67.6,314.0,0.0,1.161,63.3
2025,7,Jul,Jul-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,58.92,2.018,3826,15.4,2.25,-0.232,89.7,205.8,0.0,288.5,0.0,1.161,63.3
2025,8,Agu,Agu-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,53.16,1.821,3386,15.7,2.07,-0.249,88.0,119.4,30.6,274.0,0.0,1.161,63.3
2025,9,Sep,Sep-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,45.16,1.546,3010,15.0,1.89,-0.344,81.8,249.2,0.0,246.6,0.0,1.161,63.3
2025,10,Okt,Okt-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,40.37,1.383,2417,16.7,1.758,-0.376,78.6,325.2,0.0,224.7,0.0,1.161,63.3
2025,11,Nov,Nov-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,35.63,1.22,2407,14.8,1.71,-0.49,71.4,412.6,0.0,185.7,33.8,1.161,63.3
2025,12,Des,Des-2025,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,14,Gambut,33.81,1.158,2195,15.4,1.758,-0.6,65.9,482.2,0.0,175.7,33.8,1.161,63.3
2026,1,Jan,Jan-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,37.07,1.269,2094,17.7,1.82,-0.551,69.7,524.6,0.0,172.0,15.3,1.161,63.3
2026,2,Feb,Feb-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,39.58,1.356,2521,15.7,1.993,-0.638,68.0,224.3,0.0,170.6,15.3,1.161,63.3
2026,3,Mar,Mar-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,47.97,1.643,2889,16.6,2.167,-0.524,75.8,374.6,0.0,189.7,0.0,1.161,63.3
2026,4,Apr,Apr-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,53.79,1.842,3127,17.2,2.294,-0.451,80.3,377.6,0.0,210.2,0.0,1.161,63.3
2026,5,Mei,Mei-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,54.83,1.878,3427,16.0,2.34,-0.462,80.2,251.4,0.0,226.6,0.0,1.161,63.3
2026,6,Jun,Jun-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,49.49,1.695,3213,15.4,2.294,-0.599,73.9,315.5,0.0,216.2,0.0,1.161,63.3
2026,7,Jul,Jul-2026,BSK-A-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,29.2,15,Gambut,52.17,1.787,2898,18.0,2.167,-0.38,82.5,129.2,20.8,214.1,0.0,1.161,63.3
2024,1,Jan,Jan-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,44.22,1.585,3913,11.3,1.96,-0.375,80.9,258.2,0.0,279.9,9.9,0.996,76.7
2024,2,Feb,Feb-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,50.26,1.801,4447,11.3,2.147,-0.345,83.9,251.1,0.0,279.4,2.9,0.996,76.7
2024,3,Mar,Mar-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,54.23,1.944,4519,12.0,2.333,-0.39,83.3,271.8,0.0,289.5,10.2,0.996,76.7
2024,4,Apr,Apr-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,51.85,1.859,4357,11.9,2.47,-0.611,75.2,320.3,0.0,292.4,62.4,0.996,76.7
2024,5,Mei,Mei-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,55.46,1.988,4436,12.5,2.52,-0.532,78.9,291.6,0.0,316.4,52.2,0.996,76.7
2024,6,Jun,Jun-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,56.48,2.024,4827,11.7,2.47,-0.446,82.0,135.5,14.5,308.4,0.0,0.996,76.7
2024,7,Jul,Jul-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,50.52,1.811,4281,11.8,2.333,-0.523,77.6,111.0,39.0,304.1,0.0,0.996,76.7
2024,8,Agu,Agu-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,51.33,1.84,4349,11.8,2.147,-0.307,85.7,141.5,8.5,293.2,0.0,0.996,76.7
2024,9,Sep,Sep-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,44.48,1.594,3738,11.9,1.96,-0.366,81.3,204.2,0.0,271.3,0.0,0.996,76.7
2024,10,Okt,Okt-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,43.55,1.561,3786,11.5,1.823,-0.263,85.6,480.4,0.0,276.6,0.0,0.996,76.7
2024,11,Nov,Nov-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,41.85,1.5,3770,11.1,1.773,-0.273,84.6,365.0,0.0,273.7,7.2,0.996,76.7
2024,12,Des,Des-2024,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,10,Mineral,38.58,1.383,3162,12.2,1.823,-0.441,75.8,294.8,0.0,274.7,26.8,0.996,76.7
2025,1,Jan,Jan-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,45.69,1.638,3569,12.8,1.96,-0.322,83.6,445.7,0.0,291.2,23.8,0.996,76.7
2025,2,Feb,Feb-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,46.0,1.649,3679,12.5,2.147,-0.498,76.8,284.3,0.0,296.3,4.2,0.996,76.7
2025,3,Mar,Mar-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,55.77,1.999,4257,13.1,2.333,-0.334,85.7,531.2,0.0,311.2,0.0,0.996,76.7
2025,4,Apr,Apr-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,55.89,2.003,4201,13.3,2.47,-0.467,81.1,252.6,0.0,323.0,0.0,0.996,76.7
2025,5,Mei,Mei-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,59.26,2.124,4817,12.3,2.52,-0.396,84.3,303.2,0.0,329.0,0.0,0.996,76.7
2025,6,Jun,Jun-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,53.86,1.931,4080,13.2,2.47,-0.539,78.2,82.4,67.6,314.0,0.0,0.996,76.7
2025,7,Jul,Jul-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,55.13,1.976,4208,13.1,2.333,-0.357,84.7,205.8,0.0,288.5,0.0,0.996,76.7
2025,8,Agu,Agu-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,48.02,1.721,4175,11.5,2.147,-0.426,80.2,119.4,30.6,274.0,0.0,0.996,76.7
2025,9,Sep,Sep-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,43.82,1.57,3877,11.3,1.96,-0.39,80.1,249.2,0.0,246.6,0.0,0.996,76.7
2025,10,Okt,Okt-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,36.47,1.307,3170,11.5,1.823,-0.516,71.7,325.2,0.0,224.7,0.0,0.996,76.7
2025,11,Nov,Nov-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,32.19,1.154,2283,14.1,1.773,-0.619,65.1,412.6,0.0,185.7,33.8,0.996,76.7
2025,12,Des,Des-2025,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,11,Mineral,29.92,1.072,2557,11.7,1.823,-0.751,58.8,482.2,0.0,175.7,33.8,0.996,76.7
2026,1,Jan,Jan-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,33.06,1.185,2279,14.5,1.96,-0.775,60.5,524.6,0.0,172.0,15.3,0.996,76.7
2026,2,Feb,Feb-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,35.33,1.266,2294,15.4,2.147,-0.88,59.0,224.3,0.0,170.6,15.3,0.996,76.7
2026,3,Mar,Mar-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,42.11,1.509,2845,14.8,2.333,-0.824,64.7,374.6,0.0,189.7,0.0,0.996,76.7
2026,4,Apr,Apr-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,46.56,1.669,3042,15.3,2.47,-0.801,67.6,377.6,0.0,210.2,0.0,0.996,76.7
2026,5,Mei,Mei-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,53.35,1.912,4168,12.8,2.52,-0.608,75.9,251.4,0.0,226.6,0.0,0.996,76.7
2026,6,Jun,Jun-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,46.16,1.655,3017,15.3,2.47,-0.815,67.0,315.5,0.0,216.2,0.0,0.996,76.7
2026,7,Jul,Jul-2026,BSK-A-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,27.9,12,Mineral,42.89,1.537,3248,13.2,2.333,-0.796,65.9,129.2,20.8,214.1,0.0,0.996,76.7
2024,1,Jan,Jan-2024,BSK-A-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,31.8,10,Podsolik Merah Kuning,57.67,1.814,4727,12.2,1.96,-0.146,92.5,258.2,0.0,279.9,9.9,1.119,71.6
2024,2,Feb,Feb-2024,BSK-A-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,31.8,10,Podsolik Merah Kuning,59.04,1.857,4612,12.8,2.147,-0.29,86.5,251.1,0.0,279.4,2.9,1.119,71.6
2024,3,Mar,Mar-2024,BSK-A-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,31.8,10,Podsolik Merah Kuning,66.9,2.104,5145,13.0,2.333,-0.23,90.2,271.8,0.0,289.5,10.2,1.119,71.6
2024,4,Apr,Apr-2024,BSK-A-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,31.8,10,Podsolik Merah Kuning,67.75,2.131,5132,13.2,2.47,-0.339,86.3,320.3,0.0,292.4,62.4,1.119,71.6
2024,5,Mei,Mei-2024,BSK-A-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,A,Inti,31.8,10,Podsolik Merah Kuning,74.05,2.329,5876,12.6,2.52,-0.191,92.4,291.6,0.0,316.4,52.2,1.119,71.6
