LSU_ID,Tahun,TanggalSampling,BlokID,EstateKode,Estate,Wilayah,Afdeling,StatusKebun,LuasHa,TahunTanam,UmurTanaman,JenisTanah,Topografi,SPH,N_Persen,P_Persen,K_Persen,Mg_Persen,Ca_Persen,B_ppm,KritisN,KritisP,KritisK,KritisMg,KritisB,StatusN,StatusP,StatusK,StatusMg,StatusB,Laboratorium
LSU-00081,2025,2025-04-12,BSK-B-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.9,2015,10,Mineral,Berbukit,140,2.5,0.1686,0.875,0.277,0.767,19.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00082,2026,2026-04-03,BSK-B-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.9,2015,11,Mineral,Berbukit,140,2.858,0.151,0.961,0.219,0.699,21.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00083,2025,2025-03-18,BSK-B-018,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.5,2016,9,Mineral,Bergelombang,140,2.645,0.1648,1.012,0.279,0.501,14.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00084,2026,2026-04-02,BSK-B-018,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,31.5,2016,10,Mineral,Bergelombang,140,2.454,0.1724,0.993,0.218,0.64,17.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00085,2025,2025-04-28,BSK-B-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.8,2009,16,Podsolik Merah Kuning,Bergelombang,136,2.409,0.1431,1.127,0.244,0.64,21.6,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00086,2026,2026-03-09,BSK-B-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,25.8,2009,17,Podsolik Merah Kuning,Bergelombang,136,2.458,0.1497,1.016,0.215,0.661,14.3,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-00087,2025,2025-04-05,BSK-B-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,2018,7,Gambut,Bergelombang,128,2.454,0.1882,1.201,0.225,0.603,11.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00088,2026,2026-04-25,BSK-B-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.5,2018,8,Gambut,Bergelombang,128,2.498,0.1689,0.971,0.28,0.58,11.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00089,2025,2025-03-25,BSK-B-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.3,2017,8,Podsolik Merah Kuning,Datar,130,2.686,0.1738,0.893,0.258,0.571,19.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00090,2026,2026-03-27,BSK-B-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.3,2017,9,Podsolik Merah Kuning,Datar,130,2.601,0.1412,1.072,0.274,0.704,13.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00091,2025,2025-04-08,BSK-B-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.2,2014,11,Aluvial,Datar,130,2.566,0.1602,0.982,0.235,0.624,20.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00092,2026,2026-04-27,BSK-B-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.2,2014,12,Aluvial,Datar,130,2.477,0.1494,0.974,0.236,0.724,20.9,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00093,2025,2025-04-23,BSK-B-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,27.9,2014,11,Mineral,Datar,136,2.757,0.1498,1.139,0.24,0.624,20.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00094,2026,2026-04-07,BSK-B-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,27.9,2014,12,Mineral,Datar,136,2.596,0.1545,0.931,0.19,0.559,20.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00095,2025,2025-04-13,BSK-B-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.2,2010,15,Podsolik Merah Kuning,Datar,136,2.632,0.1527,1.181,0.287,0.453,19.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00096,2026,2026-04-19,BSK-B-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,B,Inti,26.2,2010,16,Podsolik Merah Kuning,Datar,136,2.456,0.1448,0.908,0.242,0.576,18.2,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00097,2025,2025-03-07,BSK-C-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.5,2015,10,Mineral,Datar,138,2.399,0.1415,1.061,0.213,0.636,12.4,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00098,2026,2026-04-26,BSK-C-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.5,2015,11,Mineral,Datar,138,2.481,0.1637,0.957,0.289,0.729,19.5,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00099,2025,2025-04-24,BSK-C-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,30.8,2014,11,Mineral,Datar,138,2.457,0.1606,1.072,0.282,0.607,18.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00100,2026,2026-03-06,BSK-C-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,30.8,2014,12,Mineral,Datar,138,2.565,0.1532,0.87,0.209,0.803,15.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00101,2025,2025-04-02,BSK-C-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,29.9,2019,6,Mineral,Bergelombang,135,2.807,0.1581,1.161,0.239,0.655,17.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00102,2026,2026-03-17,BSK-C-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,29.9,2019,7,Mineral,Bergelombang,135,2.547,0.1606,0.842,0.258,0.528,13.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00103,2025,2025-04-13,BSK-C-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.8,2014,11,Podsolik Merah Kuning,Bergelombang,130,2.495,0.1319,0.915,0.197,0.448,17.6,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00104,2026,2026-04-06,BSK-C-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.8,2014,12,Podsolik Merah Kuning,Bergelombang,130,2.554,0.1754,1.013,0.249,0.541,16.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00105,2025,2025-04-23,BSK-C-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.2,2018,7,Gambut,Datar,132,2.64,0.1802,1.043,0.272,0.738,15.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00106,2026,2026-03-25,BSK-C-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.2,2018,8,Gambut,Datar,132,2.439,0.1669,0.885,0.257,0.559,13.6,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00107,2025,2025-04-10,BSK-C-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.7,2018,7,Mineral,Berbukit,132,2.696,0.1418,1.215,0.242,0.513,19.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00108,2026,2026-03-19,BSK-C-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.7,2018,8,Mineral,Berbukit,132,2.508,0.1683,0.904,0.25,0.664,18.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00109,2025,2025-04-04,BSK-C-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.8,2015,10,Mineral,Datar,140,2.532,0.181,0.9,0.233,0.774,15.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00110,2026,2026-03-10,BSK-C-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,27.8,2015,11,Mineral,Datar,140,2.692,0.1516,0.963,0.232,0.579,14.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00111,2025,2025-03-09,BSK-C-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.4,2005,20,Mineral,Bergelombang,136,2.64,0.1609,1.255,0.251,0.692,16.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00112,2026,2026-04-11,BSK-C-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.4,2005,21,Mineral,Bergelombang,136,2.655,0.1671,0.84,0.315,0.505,22.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00113,2025,2025-03-26,BSK-C-009,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.6,2005,20,Gambut,Bergelombang,132,2.51,0.177,0.956,0.243,0.648,6.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00114,2026,2026-03-20,BSK-C-009,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.6,2005,21,Gambut,Bergelombang,132,2.677,0.1662,1.065,0.24,0.647,22.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00115,2025,2025-03-13,BSK-C-010,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.0,2019,6,Mineral,Datar,135,2.766,0.1717,1.069,0.259,0.642,22.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00116,2026,2026-03-13,BSK-C-010,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.0,2019,7,Mineral,Datar,135,2.582,0.1548,0.935,0.213,0.59,13.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00117,2025,2025-04-13,BSK-C-011,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.9,2005,20,Mineral,Bergelombang,136,2.454,0.1591,1.28,0.292,0.576,14.9,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00118,2026,2026-03-11,BSK-C-011,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.9,2005,21,Mineral,Bergelombang,136,2.79,0.1437,0.902,0.243,0.581,17.6,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00119,2025,2025-03-05,BSK-C-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.6,2016,9,Podsolik Merah Kuning,Datar,138,2.467,0.1464,0.893,0.286,0.758,16.0,2.5,0.15,1.0,0.24,15.0,Defisit,Defisit,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00120,2026,2026-04-09,BSK-C-012,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.6,2016,10,Podsolik Merah Kuning,Datar,138,2.537,0.1372,0.914,0.204,0.626,19.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00121,2025,2025-04-04,BSK-C-013,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,29.7,2016,9,Mineral,Datar,140,2.435,0.1647,0.996,0.294,0.586,23.6,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00122,2026,2026-03-17,BSK-C-013,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,29.7,2016,10,Mineral,Datar,140,2.575,0.1513,1.144,0.216,0.762,21.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00123,2025,2025-04-03,BSK-C-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.0,2009,16,Gambut,Berbukit,132,2.486,0.1585,1.048,0.25,0.707,15.6,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00124,2026,2026-04-13,BSK-C-014,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.0,2009,17,Gambut,Berbukit,132,2.766,0.1524,0.858,0.244,0.512,13.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00125,2025,2025-04-14,BSK-C-015,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.0,2018,7,Mineral,Datar,140,2.721,0.1618,1.157,0.248,0.711,14.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00126,2026,2026-04-11,BSK-C-015,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.0,2018,8,Mineral,Datar,140,2.409,0.1759,1.049,0.242,0.496,18.3,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00127,2025,2025-04-26,BSK-C-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,26.6,2018,7,Mineral,Datar,138,2.675,0.1344,1.173,0.238,0.407,14.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00128,2026,2026-04-10,BSK-C-016,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,26.6,2018,8,Mineral,Datar,138,2.633,0.1681,1.007,0.211,0.655,18.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00129,2025,2025-03-06,BSK-C-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,30.2,2017,8,Podsolik Merah Kuning,Datar,128,2.659,0.1543,0.951,0.278,0.669,15.7,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00130,2026,2026-03-01,BSK-C-017,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,30.2,2017,9,Podsolik Merah Kuning,Datar,128,2.55,0.1538,0.726,0.231,0.515,15.4,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00131,2025,2025-03-19,BSK-C-018,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.1,2008,17,Podsolik Merah Kuning,Datar,140,2.476,0.1657,1.187,0.242,0.553,16.5,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00132,2026,2026-04-07,BSK-C-018,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,24.1,2008,18,Podsolik Merah Kuning,Datar,140,2.599,0.1398,0.959,0.248,0.594,18.8,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00133,2025,2025-03-11,BSK-C-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.0,2019,6,Mineral,Datar,138,2.748,0.1718,0.968,0.236,0.544,22.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00134,2026,2026-04-17,BSK-C-019,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,25.0,2019,7,Mineral,Datar,138,2.647,0.1569,1.012,0.261,0.719,21.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00135,2025,2025-04-07,BSK-C-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.7,2012,13,Gambut,Bergelombang,128,2.352,0.1777,0.787,0.232,0.612,12.0,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Defisit,Lab Independen Nusa Analitika
LSU-00136,2026,2026-03-12,BSK-C-020,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.7,2012,14,Gambut,Bergelombang,128,2.345,0.1596,0.935,0.241,0.615,7.6,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00137,2025,2025-04-16,BSK-C-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.2,2012,13,Gambut,Berbukit,135,2.616,0.1601,1.106,0.284,0.541,16.0,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00138,2026,2026-03-17,BSK-C-021,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.2,2012,14,Gambut,Berbukit,135,2.488,0.1555,0.857,0.227,0.667,19.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00139,2025,2025-03-04,BSK-C-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.5,2010,15,Podsolik Merah Kuning,Datar,130,2.498,0.1721,0.959,0.217,0.561,19.2,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00140,2026,2026-04-19,BSK-C-022,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.5,2010,16,Podsolik Merah Kuning,Datar,130,2.5,0.1514,1.027,0.285,0.587,18.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00141,2025,2025-03-25,BSK-C-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.1,2013,12,Mineral,Berbukit,135,2.388,0.1556,0.862,0.24,0.755,21.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00142,2026,2026-04-26,BSK-C-023,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,28.1,2013,13,Mineral,Berbukit,135,2.475,0.1557,1.048,0.233,0.585,18.7,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00143,2025,2025-04-10,BSK-C-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.0,2019,6,Mineral,Datar,135,2.42,0.1522,1.009,0.274,0.585,10.1,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Optimum,Optimum,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00144,2026,2026-04-15,BSK-C-024,BSK,Estate Bukit Sekawan,Kalimantan Tengah,C,Inti,31.0,2019,7,Mineral,Datar,135,2.494,0.1728,0.96,0.26,0.674,15.8,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00145,2025,2025-03-08,BSK-D-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,27.1,2005,20,Mineral,Datar,136,2.525,0.16,1.112,0.264,0.497,15.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00146,2026,2026-04-05,BSK-D-001,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,27.1,2005,21,Mineral,Datar,136,2.766,0.1533,0.914,0.225,0.644,19.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00147,2025,2025-04-05,BSK-D-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,30.8,2005,20,Podsolik Merah Kuning,Datar,136,2.657,0.169,1.141,0.212,0.712,21.3,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Defisit,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00148,2026,2026-03-04,BSK-D-002,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,30.8,2005,21,Podsolik Merah Kuning,Datar,136,2.68,0.1664,0.963,0.27,0.609,18.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00149,2025,2025-04-09,BSK-D-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.6,2019,6,Mineral,Berbukit,136,2.732,0.1419,0.863,0.249,0.551,19.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00150,2026,2026-03-03,BSK-D-003,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.6,2019,7,Mineral,Berbukit,136,2.542,0.1581,1.0,0.27,0.537,19.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00151,2025,2025-04-12,BSK-D-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.5,2008,17,Gambut,Bergelombang,136,2.733,0.1439,0.975,0.246,0.737,18.2,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00152,2026,2026-03-03,BSK-D-004,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.5,2008,18,Gambut,Bergelombang,136,2.61,0.16,0.817,0.251,0.57,14.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00153,2025,2025-03-24,BSK-D-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,31.7,2012,13,Aluvial,Datar,143,2.564,0.1445,1.234,0.261,0.658,19.5,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00154,2026,2026-04-16,BSK-D-005,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,31.7,2012,14,Aluvial,Datar,143,2.855,0.1489,0.918,0.2,0.543,18.0,2.5,0.15,1.0,0.24,15.0,Optimum,Defisit,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00155,2025,2025-04-13,BSK-D-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,26.8,2012,13,Mineral,Bergelombang,132,2.503,0.1629,1.183,0.261,0.536,11.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Defisit,Lab Independen Nusa Analitika
LSU-00156,2026,2026-04-28,BSK-D-006,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,26.8,2012,14,Mineral,Bergelombang,132,2.5,0.1636,0.828,0.236,0.588,24.8,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Optimum,Lab Independen Nusa Analitika
LSU-00157,2025,2025-04-12,BSK-D-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.2,2015,10,Gambut,Berbukit,130,2.632,0.1512,1.129,0.258,0.616,19.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Optimum,Optimum,Optimum,Lab Independen Nusa Analitika
LSU-00158,2026,2026-04-09,BSK-D-007,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,29.2,2015,11,Gambut,Berbukit,130,2.589,0.1593,0.903,0.221,0.694,14.5,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00159,2025,2025-04-03,BSK-D-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,28.8,2014,11,Podsolik Merah Kuning,Datar,132,2.445,0.158,0.934,0.194,0.865,12.4,2.5,0.15,1.0,0.24,15.0,Defisit,Optimum,Defisit,Defisit,Defisit,Lab Agronomi Pusat Palmaraya
LSU-00160,2026,2026-03-13,BSK-D-008,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,28.8,2014,12,Podsolik Merah Kuning,Datar,132,2.643,0.1618,0.914,0.256,0.609,23.2,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Agronomi Pusat Palmaraya
LSU-00161,2025,2025-04-26,BSK-D-009,BSK,Estate Bukit Sekawan,Kalimantan Tengah,D,Inti,27.7,2007,18,Podsolik Merah Kuning,Datar,138,2.689,0.1697,0.781,0.24,0.656,18.6,2.5,0.15,1.0,0.24,15.0,Optimum,Optimum,Defisit,Optimum,Optimum,Lab Independen Nusa Analitika
